ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0786803819,Midnight's Choice (Switchers),Kate Thompson,1999,Hyperion Books for Children,http://images.amazon.com/images/P/0786803819.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786803819.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786803819.01.LZZZZZZZ.jpg
0816745080,Escape from Ghost Hotel,Larry Weinberg,1998,Troll Communications,http://images.amazon.com/images/P/0816745080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816745080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816745080.01.LZZZZZZZ.jpg
0618341536,Moon's Crossing : A Novel,Barbara Croft,2003,Mariner Books,http://images.amazon.com/images/P/0618341536.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618341536.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618341536.01.LZZZZZZZ.jpg
0684842114,Fitness Is Religion: Keep the Faith,Ray Kybartas,1997,Simon &amp; Schuster,http://images.amazon.com/images/P/0684842114.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684842114.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684842114.01.LZZZZZZZ.jpg
3596253799,Mit wem reden.,Luise Rinser,1984,"Fischer (Tb.), Frankfurt",http://images.amazon.com/images/P/3596253799.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596253799.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596253799.01.LZZZZZZZ.jpg
0553377957,A Modern Mephistopheles,Louisa May Alcott,1995,Bantam,http://images.amazon.com/images/P/0553377957.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553377957.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553377957.01.LZZZZZZZ.jpg
0553581996,Intimate Enemies,Shana Abe,2000,Bantam Books,http://images.amazon.com/images/P/0553581996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553581996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553581996.01.LZZZZZZZ.jpg
1400050596,Whatever You Say I Am: The Life and Times of Eminem,Anthony Bozza,2003,Crown Publishers,http://images.amazon.com/images/P/1400050596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400050596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400050596.01.LZZZZZZZ.jpg
0553577875,A Rose in Winter,Shana Abe,1998,Bantam Books,http://images.amazon.com/images/P/0553577875.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553577875.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553577875.01.LZZZZZZZ.jpg
0553580574,A Kiss at Midnight (Meet Me at Midnight),Shana Abe,2000,Fanfare,http://images.amazon.com/images/P/0553580574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580574.01.LZZZZZZZ.jpg
0312900600,Boot,Daniel Da Cruz,1987,St. Martin's Press,http://images.amazon.com/images/P/0312900600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312900600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312900600.01.LZZZZZZZ.jpg
3442726867,Geschichte vom alten Kind.,Jenny Erpenbeck,2001,btb,http://images.amazon.com/images/P/3442726867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442726867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442726867.01.LZZZZZZZ.jpg
0375413944,Great Neck,JAY CANTOR,2003,Knopf,http://images.amazon.com/images/P/0375413944.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375413944.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375413944.01.LZZZZZZZ.jpg
0848715624,Big book of small quilts (For the love of quilting),Mary Hickey,1997,Oxmoor House,http://images.amazon.com/images/P/0848715624.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0848715624.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0848715624.01.LZZZZZZZ.jpg
1885588240,The Best of Miniature Quilts Volume 2,miniature quilts staff,1999,Chitra Publications,http://images.amazon.com/images/P/1885588240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1885588240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1885588240.01.LZZZZZZZ.jpg
0486214907,What Bird Is This?,Henry Collins,1961,Dover Publications,http://images.amazon.com/images/P/0486214907.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486214907.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486214907.01.LZZZZZZZ.jpg
1885588186,Big 'N Easy Mini Quilts,Christiane Meunier,1998,Chitra Publications,http://images.amazon.com/images/P/1885588186.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1885588186.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1885588186.01.LZZZZZZZ.jpg
0720611083,Lying,Wendy Perriam,2000,Peter Owen Publishers,http://images.amazon.com/images/P/0720611083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0720611083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0720611083.01.LZZZZZZZ.jpg
1564772098,Easy Paper-Pieced Miniatures,Carol Doak,1998,Martingale and Company,http://images.amazon.com/images/P/1564772098.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1564772098.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1564772098.01.LZZZZZZZ.jpg
0571203922,Black Album,Hanif Kureishi,2001,Faber &amp; Faber Ltd,http://images.amazon.com/images/P/0571203922.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571203922.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571203922.01.LZZZZZZZ.jpg
0922705992,"Double Pinwheel Quilt: An Easy Strip Method (Burns, Eleanor. Quilt in a Day Series.)",Eleanor Burns,2001,Quilt in a Day.,http://images.amazon.com/images/P/0922705992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0922705992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0922705992.01.LZZZZZZZ.jpg
0505522624,For Honor's Sake,Connie Mason,1998,Love Spell,http://images.amazon.com/images/P/0505522624.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505522624.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505522624.01.LZZZZZZZ.jpg
080505801X,Smack,Melvin Burgess,1998,Henry Holt and Co. (BYR),http://images.amazon.com/images/P/080505801X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080505801X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080505801X.01.LZZZZZZZ.jpg
0486260038,849 Traditional Patchwork Patterns: A Pictorial Handbook (Quilting),Susan Winter Mills,1989,Dover Publications,http://images.amazon.com/images/P/0486260038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486260038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486260038.01.LZZZZZZZ.jpg
0516419471,Squirrels (New True Books),Emilie V. Lepthein,1993,Scholastic Library Pub (P),http://images.amazon.com/images/P/0516419471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0516419471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0516419471.01.LZZZZZZZ.jpg
3548359868,Ein wunderbares Kind Wie Adam mein Leben verÃ?Â¤ndert hat.,Martha Beck,2000,Ullstein Tb,http://images.amazon.com/images/P/3548359868.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3548359868.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3548359868.01.LZZZZZZZ.jpg
0934342040,Half Square Triangles,Barbara Johannah,1991,LPC Group,http://images.amazon.com/images/P/0934342040.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0934342040.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0934342040.01.LZZZZZZZ.jpg
3442723760,Ich schlieÃ?Â?e mich selbst ein.,Joyce Carol Oates,2002,Btb Bei Goldmann,http://images.amazon.com/images/P/3442723760.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442723760.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442723760.01.LZZZZZZZ.jpg
0806976047,One Thousand and One Patchwork Designs,Maggie Malone,1990,Sterling Pub Co Inc,http://images.amazon.com/images/P/0806976047.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806976047.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806976047.01.LZZZZZZZ.jpg
0671683403,Get Ready for Battle,Ruth Prawer Jhabvala,1989,Simon &amp; Schuster,http://images.amazon.com/images/P/0671683403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671683403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671683403.01.LZZZZZZZ.jpg
0806985089,520 Quick &amp; Easy Patchwork Designs: The Amazing Paper-Folding Method for Endless Variations,Kei Kobayashi,1993,Sterling Pub Co Inc,http://images.amazon.com/images/P/0806985089.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806985089.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806985089.01.LZZZZZZZ.jpg
0805416781,Debt Proof Your Holidays,Mary Hunt,1998,Broadman &amp; Holman Publishers,http://images.amazon.com/images/P/0805416781.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805416781.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805416781.01.LZZZZZZZ.jpg
156477290X,Spectacular Scraps: A Simple Approach to Stunning Quilts,Judy Hooworth,2000,Martingale and Company,http://images.amazon.com/images/P/156477290X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156477290X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156477290X.01.LZZZZZZZ.jpg
0844226173,Quilts! Quilts!! Quilts!!! : The Complete Guide to Quiltmaking,Diana McClun,1998,McGraw-Hill,http://images.amazon.com/images/P/0844226173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0844226173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0844226173.01.LZZZZZZZ.jpg
0747558140,Florence (The Writer &amp; the City),David Leavitt,2002,Bloomsbury,http://images.amazon.com/images/P/0747558140.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0747558140.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0747558140.01.LZZZZZZZ.jpg
1564772101,Design Your Own Quilts,Judy Hopkins,1998,Martingale &amp; Co Inc,http://images.amazon.com/images/P/1564772101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1564772101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1564772101.01.LZZZZZZZ.jpg
0848710991,Quilter's Complete Guide,Marianne Fons,1993,Leisure Arts,http://images.amazon.com/images/P/0848710991.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0848710991.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0848710991.01.LZZZZZZZ.jpg
1880972212,Pineapple Smoothy,Lynda S. Milligan,1995,Possibilities,http://images.amazon.com/images/P/1880972212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1880972212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1880972212.01.LZZZZZZZ.jpg
0671786660,Even Steven,John Gilstrap,2000,Atria,http://images.amazon.com/images/P/0671786660.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671786660.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671786660.01.LZZZZZZZ.jpg
0838934838,New Steps to Service: Common-Sense Advice for the School Library Media Specialist,Ann Wasman,1998,American Library Association,http://images.amazon.com/images/P/0838934838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0838934838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0838934838.01.LZZZZZZZ.jpg
0743446518,Fear Itself : A Novel,Jonathan Nasaw,2003,Atria Books,http://images.amazon.com/images/P/0743446518.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743446518.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743446518.01.LZZZZZZZ.jpg
043950046X,Tuck Everlasting,Natalie Babbitt,2002,"Scholastic, Inc.",http://images.amazon.com/images/P/043950046X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043950046X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043950046X.01.LZZZZZZZ.jpg
0553295659,Mothers,Gloria Goldreich,1992,Bantam Books,http://images.amazon.com/images/P/0553295659.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553295659.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553295659.01.LZZZZZZZ.jpg
0505525666,No More Lies,Susan Squires,2003,Love Spell,http://images.amazon.com/images/P/0505525666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505525666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505525666.01.LZZZZZZZ.jpg
